2013-01-10 08:00:59,40,015B1002,0,-6.258078,53.339279,544,30000,1935,1
2013-01-10 09:01:00,40,015B1002,0,-6.258078,53.339279,544,30000,279,1
2013-01-10 09:02:00,50,015B1002,0,-6.258078,53.339279,544,20000,1935,0
2013-01-10 09:04:00,40,015B1002,0,-6.258078,53.339279,544,20000,1935,1
2013-01-10 09:03:00,40,015B1002,0,-6.258078,53.339279,544,30000,1935,1
2013-01-10 09:10:00,40,015B1002,0,-6.258078,53.339279,544,20000,200,1
2013-01-10 09:20:00,40,015B1002,0,-6.258078,53.339279,544,20000,300,1
2013-01-10 09:30:00,40,015B1002,0,-6.258078,53.339279,544,20000,400,1
2013-01-10 09:15:00,40,015B1002,0,-6.258078,53.339279,544,30000,500,1
2013-01-10 09:25:00,40,015B1002,0,-6.258078,53.339279,544,30000,600,1
2013-01-10 09:35:00,40,015B1002,0,-6.258078,53.339279,544,30000,700,1
