2013-01-02 09:15:36,41,015B1002,0,-6.258078,53.339279,200,33145,122,1
2013-01-02 09:30:36,42,015B1002,0,-6.258078,53.339279,100,33245,120,1
2013-01-02 09:45:36,43,015B1002,1,-6.258078,53.339279,200,33345,66,1
2013-01-02 09:55:36,43,015B1002,1,-6.258078,53.339279,200,33345,66,1
2013-01-02 10:15:36,41,015B1002,0,-6.258078,53.339279,200,33145,122,1
2013-01-02 10:30:36,42,015B1002,0,-6.258078,53.339279,100,33245,120,1
2013-01-02 10:45:36,43,015B1002,0,-6.258078,53.339279,200,33345,66,1
2013-01-02 10:55:36,43,015B1002,1,-6.258078,53.339279,200,33345,66,1
2013-01-02 11:15:36,41,015B1002,0,-6.258078,53.339279,200,33145,122,1
2013-01-02 11:30:36,42,015B1002,0,-6.258078,53.339279,100,33245,120,1
2013-01-02 11:45:36,43,015B1002,1,-6.258078,53.339279,200,33345,66,1
2013-01-02 11:55:36,43,015B1002,1,-6.258078,53.339279,200,33345,66,1
