2013-01-09 08:00:00,41,015B1002,0,-6.258078,53.339279,300,33488,279,1
2013-01-09 08:30:00,40,015B1002,0,-6.258078,53.339279,-200,33488,280,1
2013-01-09 08:45:00,40,015B1002,0,-6.258078,53.339279,100,33488,279,0
2013-01-09 06:30:00,41,015B1002,0,-6.258078,53.339279,300,33488,279,1
2013-01-09 08:00:36,40,015B1002,0,-6.258078,53.339279,300,33500,279,1
2013-01-09 08:25:36,40,015B1002,0,-6.258078,53.339279,-200,33600,279,1
2013-01-09 08:50:36,40,015B1002,0,-6.258078,53.339279,100,33700,279,1
2013-01-09 09:00:36,40,015B1002,0,-6.258078,53.339279,100,33500,279,1
2013-01-09 09:25:36,40,015B1002,0,-6.258078,53.339279,-100,33600,279,1
2013-01-09 09:50:36,40,015B1002,0,-6.258078,53.339279,150,33700,279,1
2013-01-09 10:00:36,40,015B1002,0,-6.258078,53.339279,100,33500,279,1
2013-01-09 10:25:36,40,015B1002,0,-6.258078,53.339279,-100,33600,279,1
2013-01-09 10:50:36,40,015B1002,0,-6.258078,53.339279,150,33700,279,1
2013-01-09 11:00:36,40,015B1002,0,-6.258078,53.339279,100,33500,279,1
2013-01-09 11:25:36,40,015B1002,0,-6.258078,53.339279,-100,33600,279,1
2013-01-09 11:50:36,40,015B1002,0,-6.258078,53.339279,150,33700,279,1
